Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
hsc_rch0_360e_fin,hsc_rch0_360e_fin,HCA 5.6,360 Encompass,360 Encompass,chrg_360e_in_eprod_4,chrg,360e,3m,3M,in,eprod_4,,15729,COCXS,chrg_mt_out_cpcsxsfin,chrg,mt,mt,Meditech,out,cpcsxsfin,coclvp01.unix.medcity.net,11897,6
hsc_rch0_360e_fin,hsc_rch0_360e_fin,HCA 5.6,360 Encompass,360 Encompass,chrg_360e_in_rch0_4,chrg,360e,3m,3M,in,rch0_4,,15732,COCXS,chrg_mt_out_cpcsxsfin,chrg,mt,mt,Meditech,out,cpcsxsfin,coclvp01.unix.medcity.net,11897,6
hsc_rch0_360e_abs,hsc_rch0_360e_abs,HCA 5.6,360 Encompass,360 Encompass,abs_360e_in_eprod_4,abs,360e,3m,3M,in,eprod_4,,15735,COCXS,abs_mt_out_cpcsxsadt,abs,mt,mt,Meditech,out,cpcsxsadt,coclvp01.unix.medcity.net,11520,6
hsc_rch0_360e_abs,hsc_rch0_360e_abs,HCA 5.6,360 Encompass,360 Encompass,abs_360e_in_rch0_4,abs,360e,3m,3M,in,rch0_4,,15738,COCXS,abs_mt_out_cpcsxsadt,abs,mt,mt,Meditech,out,cpcsxsadt,coclvp01.unix.medcity.net,11520,6
hsc_rch0_360e_oe_2,hsc_rch0_360e_oe_2,HCA 5.6,360 Encompass,360 Encompass,oerpt_360e_in_rch0_4,oerpt,360e,3m,3M,in,rch0_4,,15748,COCXS,oerpt_mt_out_cpcsxsoe,oerpt,mt,mt,Meditech,out,cpcsxsoe,coclvp01.unix.medcity.net,15423,6
cpcs_xg_pha,cpcs_xg_pha,HCA 5.6,Pyxis Medstation ES,Pyxis Medstation ES,phainv_pyes_in,phainv,pyes,bd,BD,in,,10.27.120.103,22103,*default*,phainv_mt_out,phainv,mt,mt,Meditech,out,,,12715,2
cpcs_xg_pha,cpcs_xg_pha,Pyxis Medstation ES,HCA 5.6,Pyxis Medstation ES,phaord_mt_in,phaord,mt,mt,Meditech,in,,,10433,*default*,phaord_pyes_out,phaord,pyes,bd,BD,out,,10.27.120.103,22102,2
hsc_opk_pk_eps,hsc_opk_pk_eps,HCA 5.6,Portal,Portal,eps_pkp_in_FLK,eps,pkp,ptkpr,Patient Keeper,in,FLK,,10297,COCXG,eps_mt_out_cpcsxg,eps,mt,mt,Meditech,out,cpcsxg,orclvp01.unix.medcity.net,16716,4
div_nfl_iodn_otr,div_nfl_iodn_otr,Iodine-Facility,HCA 5.6,Iodine-Facility,pthrslt_mt_in_cpcsxjlab,pthrslt,mt,mt,Meditech,in,cpcsxjlab,,16812,*default*,pthrslt_iodn_out,pthrslt,iodn,iodn,Iodine Software,out,,10.65.70.48,65274,2
div_efl_ipl3_edm,div_efl_iodn_otr,Iodine-Facility,iPeople MT56,Iodine-Facility,edm_ipl_in_cocxg,edm,ipl,ippl,iPeople,in,cocxg,,12671,*default*,edm_iodn_out,edm,iodn,iodn,Iodine Software,out,,10.65.70.48,65224,4
