Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_qr_rad,cpcs_qr_rad,Cloudera Kafka,HCA 5.6,Cloudera Kafka,radord_mt_in,radord,mt,mt,Meditech,in,,,10746,*default*,radord_kfka_out_hl7cliorders,radord,kfka,hca,HCA,out,hl7cliorders,intserv.cloverleaf.hl7-cli-orders.1.0.0,,2
cpcs_qr_lab,div_efl_vntg,VANTAGE,HCA 5.6,VANTAGE,pthord_mt_in_cpcsqrlab,pthord,mt,mt,Meditech,in,cpcsqrlab,,10170,*default*,pthord_vntg_out,pthord,vntg,vntms,Ventana Medical Systems,out,,10.159.47.97,55550,4
cpcs_qr_iplmu,cpcs_qr_iplmu,Waterpark,HCA 5.6,Waterpark,imqr_mt_in,imqr,mt,mt,Meditech,in,,,17159,*default*,multi_wp_out,multi,wp,hcaeis,HCA D&IS,out,,waterpark.app.medcity.net,9001,2
cpcs_qr_otr,cpcs_qr_otr,Medaxion Pulse,HCA 5.6,Medaxion Pulse,sch_mt_in,sch,mt,mt,Meditech,in,,,14632,*default*,sch_medp_out,sch,medp,medp,"Medaxion ",out,,10.65.74.125,10645,2
div_efl_ipl2_edm,div_efl_ipl2_edm,Theradoc,iPeople MT56,Theradoc,edm_ipl_in_cocqr,edm,ipl,ippl,iPeople,in,cocqr,,10318,*default*,edm_tdoc_out_cocqr,edm,tdoc,hspra,Hospira,out,cocqr,xrdctdochl7int04.hca.corpad.net,25512,2
div_efl_ipl2,div_efl_ipl2,Theradoc,iPeople MT56,Theradoc,nuras_ipl_in_cocqr,nuras,ipl,ippl,iPeople,in,cocqr,,10337,*default*,nuras_tdoc_out_cocqr,nuras,tdoc,hspra,Hospira,out,cocqr,xrdctdochl7int04.hca.corpad.net,25511,2
hsc_opk0_epdf,hsc_opk0_epdf,MPF-Patient Folder/HPF Facility,Medaxion Pulse,Medaxion Pulse to MPF-Patient Folder/HPF Facility,img_medp_in_cocqr,img,medp,medp,"Medaxion ",in,cocqr,,35284,*default*,multi_hpf_out_2,multi,hpf,mcksn,McKesson,out,2,orclvp02.unix.medcity.net,10492,4
div_efl_ipl2,div_efl_ipl2,Theradoc,iPeople MT56,Theradoc,nuras_ipl_in_cocqr,nuras,ipl,ippl,iPeople,in,cocqr,,10337,*default*,nuras_tdoc_out_lnd_cocqr,nuras,tdoc,hspra,Hospira,out,lnd_cocqr,xrdctdochl7int04.hca.corpad.net,25513,2
div_efl_ipl2_edm,div_efl_ipl2_edm,Theradoc,iPeople MT56,Theradoc,edm_ipl_in_cocqr,edm,ipl,ippl,iPeople,in,cocqr,,10318,*default*,edm_tdoc_out_lnd_cocqr,edm,tdoc,hspra,Hospira,out,lnd_cocqr,xrdctdochl7int04.hca.corpad.net,25514,2
cpcs_qr_rad,cpcs_qr_rad,Aspen Breast,HCA 5.6,Aspen Breast,radord_mt_in,radord,mt,mt,Meditech,in,,,10746,*default*,radord_aspb_out,radord,aspb,volpara,Volpara Health,out,,10.227.95.84,7251,2
