Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_kn_rad,div_efl_dbmo_idm,Cloudera Kafka,HCA 5.6,Cloudera Kafka,radord_mt_in_cpcsknrad,radord,mt,mt,Meditech,in,cpcsknrad,,19699,*default*,itsdio_kfka_out_hl7dbmncliorm,itsdio,kfka,hca,HCA,out,hl7dbmncliorm,intserv.cloverleaf.hl7-dbmo-orm.1.0.0,,4
cpcs_kn_rad,cpcs_kn_rad,db Motion,HCA 5.6,db Motion,radord_mt_in,radord,mt,mt,Meditech,in,,,10165,*default*,radord_dbmo_out_divefldbmoidm,radord,dbmo,dbmo,dbMotion,out,divefldbmoidm,orclvp01.unix.medcity.net,19699,4
cpcs_kn_rad,div_efl_dbmo_idm,Cloudera Kafka,HCA 5.6,Cloudera Kafka,radrslt_mt_in_cpcsknrad,radrslt,mt,mt,Meditech,in,cpcsknrad,,19700,*default*,itsdir_kfka_out_hl7dbmnclirad,itsdir,kfka,hca,HCA,out,hl7dbmnclirad,intserv.cloverleaf.hl7-dbmo-oru-rad.1.0.0,,4
cpcs_kn_rad,cpcs_kn_rad,db Motion,HCA 5.6,db Motion,radrslt_mt_in,radrslt,mt,mt,Meditech,in,,,10968,*default*,radrslt_dbmo_out_divefldbmoidm,radrslt,dbmo,dbmo,dbMotion,out,divefldbmoidm,orclvp01.unix.medcity.net,19700,4
cpcs_kn_otr,div_efl_apex,Apex,HCA 5.6,Apex,sch_mt_in_cpcsknotr,sch,mt,mt,Meditech,in,cpcsknotr,,19903,*default*,sch_apex_out,sch,apex,prvtn,Provation,out,,10.227.211.60,7011,4
cpcs_kn_otr,cpcs_kn_otr,Apex,HCA 5.6,Apex,sch_mt_in,sch,mt,mt,Meditech,in,,,14965,*default*,sch_apex_out_diveflapex,sch,apex,prvtn,Provation,out,diveflapex,orclvp01.unix.medcity.net,19903,4
div_efl_apex,hsc_tam0_img2,MPF-Patient Folder/HPF Facility,Apex,Apex to MPF-Patient Folder/HPF Facility,imgurl_apex_in_cpcsknoe,imgurl,apex,prvtn,Provation,in,cpcsknoe,10.227.211.60,10469,*default*,img_hpf_out_hdc_3,img,hpf,mcksn,McKesson,out,hdc_3,orclvp02.unix.medcity.net,10423,8
div_efl_apex,div_efl_apex,HCA 5.6,Apex,Apex,oerpt_apex_in,oerpt,apex,prvtn,Provation,in,,,37781,COCKN,oerpt_mt_out_cpcsknoe,oerpt,mt,mt,Meditech,out,cpcsknoe,orclvp01.unix.medcity.net,19935,8
div_efl_apex,div_efl_apex,HCA 5.6,Apex,Apex,oerpt_apex_in,oerpt,apex,prvtn,Provation,in,,,37781,COCKN,oerpt_mt_out_cpcsknoe,oerpt,mt,mt,Meditech,out,cpcsknoe,orclvp01.unix.medcity.net,19935,4
div_efl_revi,div_efl_revi,HCA 5.6,Revive,Revive,oerpt_revi_in,oerpt,revi,hca,HCA,in,,,37916,COCKN,oerpt_mt_out_cpcsknoe,oerpt,mt,mt,Meditech,out,cpcsknoe,orclvp01.unix.medcity.net,19950,4
